birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
9/27/75,Male,4,System Engineer,Engineer,bachelor/engineer,Technical Degree,22,21,9,14,13758,0,40,high,Yes,execellent,high,low,0,Single,12,good,rarely,Yes
10/5/75,Male,4,Manager,Research & Development,highschool graduated,Life Sciences,21,20,8,10,17861,0,40,high,Yes,execellent,none,high,0,Married,2,outstanding,rarely,No
8/26/75,Female,4,Manager,Staff,bachelor/engineer,Human Resources,21,20,7,9,16799,1,40,high,No,execellent,low,low,0,Married,10,execellent,frequently,No
8/5/74,Female,1,Laboratory Technician,Research & Development,master,Life Sciences,9,8,7,7,2455,0,40,high,No,execellent,high,very high,0,Single,10,average,frequently,No
9/17/74,Male,1,Human Resources,Staff,bachelor/engineer,Life Sciences,10,9,7,8,3539,0,40,medium,No,execellent,low,very high,0,Single,2,good,frequently,No
8/22/73,Female,5,Research Director,Research & Development,bachelor/engineer,Medical,23,22,7,10,19049,1,40,medium,Yes,execellent,low,very high,0,Divorced,7,outstanding,frequently,No
7/6/72,Male,5,Manager,Research & Development,bachelor/engineer,Other,25,24,0,7,19202,1,40,high,No,execellent,low,very high,0,Married,1,execellent,rarely,No
7/14/72,Male,4,Healthcare Representative,Research & Development,college,Medical,21,20,7,10,13496,0,40,high,Yes,execellent,low,very high,0,Married,20,good,rarely,No
6/25/72,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,9,8,7,7,4805,1,40,very high,No,execellent,low,medium,0,Married,2,good,rarely,No
1/20/72,Male,2,Data Engineer,Engineer,college,Technical Degree,9,8,7,1,6632,0,40,medium,No,execellent,low,high,0,Single,2,average,rarely,No
12/9/72,Female,2,Manufacturing Director,Research & Development,college,Life Sciences,10,9,8,8,5906,2,40,medium,No,execellent,low,very high,0,Married,25,outstanding,rarely,No
7/16/70,Female,2,System Engineer,Engineer,college,Technical Degree,8,7,6,7,4537,1,40,high,Yes,outstanding,low,very high,0,Married,2,average,rarely,No
3/26/70,Female,3,Research Director,Research & Development,highschool graduated,Medical,14,13,8,12,11957,2,40,high,No,execellent,none,medium,0,Married,1,average,rarely,No
2/26/67,Male,4,Manager,Research & Development,master,Life Sciences,28,27,10,7,17046,1,40,medium,No,execellent,low,high,0,Married,29,good,rarely,No
8/4/67,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,19,18,7,13,6347,1,40,very high,No,execellent,none,high,0,Married,1,average,rarely,No
10/31/66,Male,2,System Engineer,Engineer,master,Technical Degree,11,10,7,0,5441,0,40,high,Yes,outstanding,low,very high,0,Single,21,outstanding,rarely,No
1/6/66,Female,1,Laboratory Technician,Research & Development,college,Medical,8,7,0,7,2838,0,40,medium,No,execellent,high,high,0,Single,6,good,frequently,No
7/14/65,Male,5,Manager,Research & Development,master,Life Sciences,34,33,18,9,19999,1,40,high,No,execellent,low,high,0,Married,1,average,frequently,No
5/17/65,Male,1,Research Scientist,Research & Development,master,Medical,5,4,3,2,4258,1,40,very high,No,execellent,none,very high,0,Married,19,average,rarely,No
12/3/64,Female,3,Manufacturing Director,Research & Development,doctor,Technical Degree,34,33,7,9,10169,1,40,high,No,execellent,low,very high,0,Married,2,good,frequently,Yes
11/10/62,Male,5,Manager,Research & Development,bachelor/engineer,Medical,37,36,10,13,19045,0,40,very high,Yes,execellent,low,low,0,Single,1,execellent,rarely,No
9/27/62,Male,2,Healthcare Representative,Research & Development,master,Life Sciences,4,3,2,2,4035,0,40,very high,Yes,execellent,low,high,0,Married,4,good,rarely,No
3/24/60,Male,2,Research Scientist,Research & Development,college,Life Sciences,13,12,9,8,4900,1,40,medium,No,outstanding,low,high,0,Married,1,average,rarely,No
7/18/59,Male,4,System Engineer,Engineer,master,Technical Degree,38,37,10,8,13872,0,40,very high,No,execellent,low,high,0,Single,10,execellent,none,No
6/29/57,Male,2,System Engineer,Engineer,master,Technical Degree,12,11,7,9,5220,1,40,medium,Yes,execellent,low,very high,0,Divorced,7,good,rarely,No
9/19/99,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,0,0,0,0,1420,0,40,high,No,execellent,low,high,1,Single,3,execellent,rarely,Yes
2/7/99,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,0,0,0,0,1200,0,40,very high,No,execellent,low,high,1,Single,10,average,rarely,No
1/21/99,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,0,0,0,0,1878,0,40,medium,Yes,execellent,high,medium,1,Single,5,outstanding,rarely,Yes
7/31/99,Male,1,Research Scientist,Research & Development,college,Life Sciences,0,0,0,0,1051,0,40,medium,No,execellent,none,very high,1,Single,5,outstanding,rarely,No
10/1/99,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,0,0,0,0,1904,0,40,high,No,execellent,none,high,1,Single,8,outstanding,none,Yes
8/16/99,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,0,0,0,0,1611,0,40,very high,No,execellent,none,very high,1,Single,1,execellent,frequently,No
3/7/99,Female,1,Data Engineer,Engineer,college,Technical Degree,0,0,0,0,1569,0,40,medium,Yes,execellent,high,very high,1,Single,3,execellent,rarely,Yes
4/27/99,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,0,0,0,0,1514,0,40,medium,No,execellent,none,high,1,Single,14,execellent,frequently,No
11/26/98,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,1,1,0,0,1483,0,40,medium,No,execellent,low,medium,1,Single,3,outstanding,rarely,No
3/26/98,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,1,1,0,0,2121,0,40,very high,Yes,execellent,low,medium,1,Single,21,good,rarely,Yes
12/12/98,Male,1,Research Scientist,Research & Development,college,Life Sciences,1,1,1,0,2552,0,40,high,No,outstanding,low,low,1,Single,9,execellent,frequently,No
11/22/98,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,1,1,1,0,1859,0,40,low,Yes,outstanding,none,medium,1,Single,10,good,rarely,Yes
8/10/98,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,1,1,0,1,2994,0,40,medium,Yes,execellent,low,very high,1,Single,25,outstanding,rarely,No
11/26/97,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,2926,0,40,very high,Yes,execellent,high,very high,1,Single,6,good,frequently,Yes
11/14/97,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,2836,0,40,very high,No,execellent,low,medium,1,Single,1,outstanding,none,No
8/14/97,Male,1,Research Scientist,Research & Development,highschool graduated,Medical,1,1,0,1,1009,0,40,very high,Yes,execellent,low,high,1,Single,10,outstanding,frequently,Yes
10/18/97,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,2,2,2044,0,40,high,No,execellent,low,high,1,Single,2,outstanding,rarely,Yes
6/1/97,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Technical Degree,1,1,0,0,2973,0,40,low,No,execellent,low,low,1,Single,4,good,rarely,Yes
6/22/97,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,1,1,0,0,2600,0,40,very high,Yes,execellent,low,low,1,Single,11,average,rarely,Yes
8/23/97,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,2,2,2323,0,40,very high,Yes,execellent,high,very high,1,Single,9,good,rarely,Yes
8/5/97,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,2,2,2,2,3033,0,40,low,No,execellent,low,high,1,Single,3,average,rarely,No
5/17/97,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,1,2,2678,0,40,high,No,execellent,low,very high,1,Single,21,outstanding,rarely,No
3/17/97,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,2,2,2783,0,40,high,No,execellent,low,high,1,Single,2,average,rarely,No
10/21/97,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,2,2,2,2,2728,0,40,very high,No,execellent,low,low,1,Single,9,average,rarely,No
6/9/96,Male,1,Research Scientist,Research & Development,college,Life Sciences,0,0,0,0,1232,0,40,high,No,execellent,low,very high,1,Single,15,outstanding,frequently,No
2/14/96,Male,1,Research Scientist,Research & Development,college,Medical,3,3,2,0,3230,0,40,very high,No,execellent,low,high,1,Single,3,average,frequently,No
8/29/96,Female,1,Data Engineer,Engineer,highschool graduated,Technical Degree,3,3,2,2,2174,0,40,low,Yes,execellent,high,medium,1,Single,1,execellent,rarely,Yes
7/23/96,Male,1,Data Engineer,Engineer,college,Technical Degree,3,3,2,2,2610,0,40,low,No,outstanding,none,very high,1,Single,9,execellent,rarely,No
11/19/96,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,1,1,0,0,2716,0,40,high,No,execellent,low,medium,1,Single,12,outstanding,none,Yes
2/20/96,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,3,3,2,2,3447,0,40,high,No,execellent,low,high,1,Single,22,execellent,rarely,No
10/15/96,Female,1,Research Scientist,Research & Development,highschool graduated,Other,1,1,0,0,2693,0,40,very high,No,execellent,low,very high,1,Single,18,average,rarely,Yes
4/21/96,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,1416,0,40,high,No,execellent,low,low,1,Single,10,average,frequently,Yes
1/5/96,Female,1,Research Scientist,Research & Development,highschool graduated,Technical Degree,2,2,2,2,2070,0,40,very high,Yes,execellent,low,medium,1,Single,1,execellent,frequently,No
8/5/96,Female,1,Laboratory Technician,Research & Development,college,Life Sciences,2,2,2,2,2625,0,40,low,No,outstanding,high,high,1,Single,10,execellent,rarely,Yes
2/20/96,Male,1,Research Scientist,Research & Development,highschool graduated,Medical,3,2,2,2,3117,0,40,high,No,execellent,low,very high,1,Single,5,execellent,rarely,No
2/20/96,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,1,1,0,0,2679,0,40,medium,No,execellent,low,medium,1,Single,7,good,rarely,Yes
4/13/96,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,2,2,2,2,2380,0,40,high,Yes,execellent,low,low,1,Single,5,outstanding,frequently,No
9/2/95,Male,1,Laboratory Technician,Research & Development,college,Medical,1,1,0,0,2935,2,40,very high,Yes,execellent,none,very high,1,Divorced,16,good,rarely,No
6/21/95,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,1,0,0,0,2871,0,40,medium,No,execellent,low,very high,1,Single,15,execellent,frequently,No
10/21/95,Male,1,Research Scientist,Research & Development,highschool graduated,Medical,2,2,2,2,2323,2,40,high,No,outstanding,low,very high,1,Married,19,average,frequently,No
9/9/95,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,4,4,2,2,2328,1,40,very high,Yes,execellent,low,medium,1,Divorced,5,average,rarely,No
3/12/95,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,2,2,1,2,2244,1,40,low,No,execellent,low,medium,1,Married,11,outstanding,none,No
7/9/95,Male,1,Laboratory Technician,Research & Development,highschool graduated,Life Sciences,4,4,3,1,2451,1,40,medium,No,execellent,low,low,1,Married,8,average,rarely,No
1/9/95,Female,1,Research Scientist,Research & Development,college,Other,4,4,2,3,2814,0,40,medium,Yes,execellent,none,high,1,Married,26,good,rarely,No
5/9/95,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,1,1,0,0,2398,0,40,high,Yes,execellent,low,low,1,Married,8,execellent,frequently,Yes
8/20/95,Male,1,Research Scientist,Research & Development,highschool graduated,Life Sciences,1,1,0,0,2472,0,40,very high,Yes,outstanding,low,medium,1,Single,7,average,rarely,Yes
10/13/94,Male,1,Research Scientist,Research & Development,highschool graduated,Life Sciences,4,4,2,2,2904,2,40,high,No,execellent,low,very high,1,Divorced,26,execellent,rarely,No
7/13/94,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,5,4,3,2,2500,1,40,medium,No,execellent,low,low,1,Married,9,outstanding,rarely,No
3/19/94,Male,1,Research Scientist,Research & Development,highschool graduated,Medical,2,2,2,2,3505,0,40,low,No,execellent,low,high,1,Single,10,outstanding,rarely,No
12/2/94,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,0,0,0,1601,2,40,high,Yes,outstanding,low,low,1,Married,6,execellent,rarely,Yes
11/15/94,Male,1,Research Scientist,Research & Development,college,Life Sciences,1,1,0,1,1223,1,40,very high,No,outstanding,low,high,1,Married,1,outstanding,rarely,No
1/6/94,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,5,5,4,2,3989,0,40,very high,Yes,execellent,low,high,1,Single,8,average,rarely,Yes
11/8/94,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,3,3,2,2,2275,1,40,high,Yes,outstanding,low,very high,1,Divorced,7,good,rarely,Yes
10/27/94,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,3,3,2,2,3295,0,40,high,No,execellent,low,medium,1,Single,4,execellent,rarely,No
8/24/94,Male,1,Laboratory Technician,Research & Development,college,Other,5,5,2,4,2647,0,40,very high,No,execellent,low,very high,1,Single,12,execellent,frequently,No
7/11/94,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,1,1,0,0,1790,1,40,very high,No,execellent,high,low,1,Married,9,average,rarely,Yes
1/7/93,Female,2,System Engineer,Engineer,master,Technical Degree,5,5,2,3,4260,1,40,very high,Yes,execellent,low,high,1,Divorced,10,outstanding,rarely,No
11/13/93,Female,1,Data Engineer,Engineer,highschool graduated,Technical Degree,6,5,3,4,3202,0,40,low,Yes,execellent,low,medium,1,Single,1,good,frequently,Yes
11/14/93,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,6,5,4,2725,2,40,medium,Yes,execellent,low,very high,1,Married,23,good,rarely,No
12/16/93,Male,1,Laboratory Technician,Research & Development,college,Other,1,1,0,0,2127,1,40,very high,No,outstanding,low,medium,1,Married,17,outstanding,rarely,No
2/5/93,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,6,6,3,2,2886,1,40,low,Yes,execellent,high,high,1,Married,7,outstanding,frequently,Yes
2/8/93,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,2694,3,40,high,No,execellent,none,medium,1,Divorced,9,execellent,frequently,No
6/11/93,Female,2,Manufacturing Director,Research & Development,highschool graduated,Medical,5,4,2,2,4377,2,40,very high,No,execellent,low,high,1,Divorced,17,good,frequently,No
6/18/93,Female,2,System Engineer,Engineer,highschool graduated,Technical Degree,5,5,4,3,4162,2,40,very high,Yes,execellent,low,high,1,Married,4,execellent,rarely,No
4/10/93,Female,1,Data Engineer,Engineer,college,Technical Degree,1,1,0,0,2033,1,40,very high,No,execellent,none,medium,1,Married,13,execellent,rarely,No
3/12/93,Female,1,Research Scientist,Research & Development,highschool graduated,Technical Degree,6,6,3,3,3760,0,40,low,Yes,execellent,high,very high,1,Single,2,execellent,rarely,No
4/7/93,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,5,5,3,4,4401,1,40,high,No,execellent,low,high,1,Married,9,outstanding,none,No
5/2/93,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,6,6,2,2,3907,3,40,medium,No,execellent,low,low,1,Divorced,29,good,rarely,No
4/16/93,Male,2,Healthcare Representative,Research & Development,college,Life Sciences,4,4,3,2,4617,0,40,medium,No,execellent,low,high,1,Single,1,good,rarely,No
4/19/92,Male,1,Research Scientist,Research & Development,highschool graduated,Medical,2,2,2,1,2889,2,40,very high,No,execellent,low,very high,1,Married,7,execellent,rarely,No
2/22/92,Male,2,Healthcare Representative,Research & Development,college,Life Sciences,6,6,3,5,4000,2,40,medium,No,execellent,none,low,1,Divorced,5,outstanding,rarely,No
12/24/92,Female,2,System Engineer,Engineer,college,Technical Degree,5,5,4,3,4487,0,40,medium,Yes,execellent,low,very high,1,Single,4,good,rarely,No
12/12/92,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,7,7,4,6,2096,0,40,medium,No,execellent,low,high,1,Married,13,execellent,none,No
11/13/92,Female,2,System Engineer,Engineer,highschool graduated,Technical Degree,6,6,5,4,6180,0,40,high,No,outstanding,low,very high,1,Single,26,good,frequently,No
12/22/92,Male,2,System Engineer,Engineer,highschool graduated,Technical Degree,5,5,3,3,4194,0,40,high,Yes,execellent,low,low,1,Married,3,outstanding,rarely,No
2/25/92,Male,2,System Engineer,Engineer,highschool graduated,Technical Degree,5,5,2,3,4256,0,40,high,No,execellent,low,low,1,Married,4,average,none,No
8/5/92,Male,1,Laboratory Technician,Research & Development,highschool graduated,Technical Degree,7,7,7,6,3691,1,40,very high,Yes,execellent,low,very high,1,Married,4,good,rarely,Yes
8/27/92,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,1,1,0,0,1118,0,40,high,Yes,execellent,high,very high,1,Single,24,outstanding,frequently,Yes
